job,marital,balance,age_group,is_having_debt,Cluster
white-collar,single,7245336,gen_x,1,1
blue-collar,married,848400,gen_x,1,2
white-collar,single,10825584,gen_x,2,1
blue-collar,single,33240312,millennials,0,1
entrepreneur,married,15237264,millennials,1,0
white-collar,single,122933160,millennials,0,0
blue-collar,married,27674808,millennials,1,2
white-collar,married,14711256,millennials,1,0
white-collar,married,6990816,gen_x,0,2
white-collar,single,7771344,gen-z,0,1
white-collar,married,20768832,millennials,2,0
white-collar,single,34122648,gen_x,1,1
blue-collar,married,17629752,millennials,1,2
white-collar,married,113753472,gen_x,1,2
white-collar,single,22686216,gen_x,2,1
white-collar,married,133538160,gen_x,1,2
blue-collar,single,15729336,gen_x,1,1
white-collar,married,36107904,gen_x,1,2
white-collar,single,170375688,millennials,1,0
others,single,15457848,millennials,1,1
white-collar,married,-5531568,millennials,2,0
blue-collar,married,6566616,millennials,1,2
blue-collar,single,8399160,gen_x,1,1
blue-collar,married,117147072,millennials,0,2
white-collar,married,0,gen_x,2,2
white-collar,single,52600800,gen-z,1,1
others,single,50904,gen_x,0,1
blue-collar,married,5887896,millennials,0,2
blue-collar,single,5073432,gen_x,0,1
white-collar,married,10605000,millennials,1,0
blue-collar,single,7822248,millennials,0,1
white-collar,married,5836992,millennials,1,0
blue-collar,married,4971624,millennials,1,2
others,single,13727112,gen-z,0,1
white-collar,single,-4513488,millennials,1,0
blue-collar,married,91508424,gen_x,1,2
white-collar,married,380965536,gen_x,1,2
white-collar,single,9875376,millennials,0,0
blue-collar,married,67736256,gen_x,1,2
white-collar,single,349540800,millennials,0,0
entrepreneur,married,94376016,millennials,0,0
blue-collar,married,41164368,millennials,1,2
white-collar,married,12098184,millennials,1,0
blue-collar,married,29965488,gen_x,1,2
entrepreneur,single,348302136,gen_x,0,1
white-collar,single,2477328,millennials,0,0
white-collar,single,-8110704,gen_x,2,1
white-collar,married,78969072,millennials,2,0
blue-collar,single,-6549648,gen_x,1,1
white-collar,single,5022528,millennials,0,0
white-collar,married,1119888,millennials,1,0
white-collar,married,206313912,gen_x,1,2
white-collar,married,13353816,millennials,0,0
white-collar,married,3037272,millennials,1,0
white-collar,married,0,millennials,0,0
others,single,76644456,gen_x,1,1
white-collar,single,13896792,gen_x,0,1
white-collar,single,86910096,millennials,1,0
blue-collar,married,55892592,millennials,1,2
entrepreneur,married,118776,gen_x,0,2
white-collar,single,11419464,millennials,2,0
blue-collar,married,138034680,millennials,1,2
white-collar,married,3325728,gen-z,0,0
blue-collar,single,51633624,millennials,2,1
white-collar,single,4191096,millennials,1,0
entrepreneur,married,6244224,millennials,1,0
white-collar,married,57165192,millennials,0,0
blue-collar,married,75592440,gen_x,1,2
blue-collar,married,43472016,gen_x,1,2
white-collar,married,14456736,gen_x,1,2
white-collar,single,3308760,gen_x,0,1
blue-collar,single,26249496,millennials,1,1
entrepreneur,married,146756232,gen_x,1,2
white-collar,married,11606112,gen_x,1,2
white-collar,single,255572016,gen_x,0,1
white-collar,single,48783000,millennials,0,0
white-collar,married,24569664,millennials,1,0
others,married,11317656,gen_x,0,2
white-collar,single,19937400,gen_x,1,1
blue-collar,single,24196368,millennials,1,1
white-collar,married,21430584,millennials,1,0
white-collar,married,3563280,millennials,2,0
white-collar,married,1669939656,gen_x,0,2
white-collar,married,83177136,millennials,1,0
white-collar,married,8874264,millennials,1,0
entrepreneur,married,52923192,millennials,1,0
white-collar,single,186648,gen_x,1,1
blue-collar,married,4581360,millennials,2,2
white-collar,single,151914504,millennials,1,0
white-collar,single,15865080,millennials,1,0
white-collar,married,193282488,gen-z,1,0
blue-collar,married,94155432,millennials,1,2
blue-collar,married,101061408,gen-z,2,2
white-collar,married,54043080,millennials,1,0
blue-collar,married,11741856,millennials,1,2
blue-collar,married,43404144,gen_x,1,2
white-collar,married,45949344,gen_x,1,2
blue-collar,single,8161608,millennials,1,1
white-collar,married,0,gen_x,0,2
blue-collar,married,40791072,gen_x,1,2
blue-collar,married,57080352,millennials,1,2
blue-collar,single,16034760,millennials,0,1
blue-collar,single,101332896,millennials,0,1
blue-collar,married,11198880,millennials,2,2
white-collar,single,11589144,gen_x,0,1
white-collar,single,108629136,millennials,1,0
white-collar,single,21973560,millennials,0,0
white-collar,single,23398872,millennials,0,0
others,married,144041352,millennials,1,0
white-collar,single,101808,millennials,0,0
white-collar,married,62018040,millennials,0,0
white-collar,single,167151768,millennials,1,0
white-collar,married,967176,gen_x,2,2
others,married,61763520,millennials,0,0
white-collar,married,33902064,gen_x,1,2
white-collar,single,120540672,gen_x,0,1
blue-collar,married,50904,gen_x,1,2
blue-collar,single,20259792,millennials,1,1
blue-collar,married,0,millennials,1,2
white-collar,single,9705696,millennials,0,0
white-collar,married,73352664,millennials,2,0
white-collar,married,118657224,gen_x,1,2
white-collar,married,52108728,millennials,2,0
blue-collar,married,49427784,gen_x,0,2
blue-collar,married,3173016,millennials,0,2
white-collar,married,74998560,gen_x,2,2
blue-collar,married,3376632,millennials,2,2
white-collar,married,1289568,millennials,0,0
white-collar,married,79936248,gen_x,1,2
white-collar,married,257387592,millennials,1,0
white-collar,married,156987936,gen_x,0,2
white-collar,married,9739632,gen_x,1,2
white-collar,single,351695736,gen_x,0,1
blue-collar,married,176382360,gen-z,1,2
blue-collar,single,94189368,millennials,1,1
blue-collar,married,4988592,gen_x,0,2
white-collar,married,18053952,millennials,0,0
blue-collar,married,87402168,millennials,2,2
white-collar,married,118776,millennials,1,0
white-collar,married,9196656,millennials,1,0
entrepreneur,single,20141016,gen_x,1,1
blue-collar,married,144991560,gen_x,2,2
white-collar,single,2392488,millennials,1,0
blue-collar,married,23789136,millennials,0,2
blue-collar,married,194487216,millennials,1,2
blue-collar,married,118674192,millennials,1,2
blue-collar,married,35378280,millennials,2,2
blue-collar,single,2409456,millennials,1,1
white-collar,married,36175776,gen_x,1,2
white-collar,married,-3308760,gen_x,1,2
white-collar,single,18732672,millennials,0,0
white-collar,married,63630000,gen-z,1,0
blue-collar,single,15135456,millennials,1,1
white-collar,married,40858944,gen_x,0,2
others,married,186648,gen_x,0,2
white-collar,single,110614392,gen_x,0,1
blue-collar,married,81056136,millennials,1,2
white-collar,married,19699848,gen_x,1,2
white-collar,single,61525968,millennials,2,0
blue-collar,single,26215560,gen_x,1,1
white-collar,married,8484000,gen_x,1,2
white-collar,married,37329600,millennials,0,0
white-collar,married,35598864,millennials,0,0
others,married,54535152,millennials,0,0
white-collar,married,50225280,gen_x,1,2
white-collar,married,1628928,gen_x,1,2
white-collar,married,3631152,millennials,1,0
entrepreneur,married,0,gen_x,1,2
white-collar,single,2324616,millennials,0,0
blue-collar,single,127955688,millennials,0,1
white-collar,married,63392448,gen_x,0,2
blue-collar,married,0,gen_x,0,2
blue-collar,single,231104160,gen_x,1,1
blue-collar,married,45660888,gen_x,1,2
white-collar,married,13099296,gen_x,1,2
others,single,2833656,millennials,0,1
white-collar,single,9739632,millennials,1,0
white-collar,married,137050536,millennials,1,0
blue-collar,married,67855032,gen_x,0,2
blue-collar,single,5786088,gen-z,1,1
white-collar,married,0,gen_x,1,2
white-collar,married,30559368,millennials,0,0
blue-collar,married,78188544,gen_x,0,2
blue-collar,single,150319512,millennials,1,1
white-collar,married,214373712,millennials,0,0
white-collar,married,116112024,millennials,0,0
white-collar,married,24858120,gen_x,1,2
entrepreneur,married,1187760,millennials,0,0
white-collar,married,117231912,gen_x,0,2
blue-collar,single,49970760,millennials,0,1
white-collar,married,39467568,millennials,1,0
blue-collar,single,15797208,gen_x,1,1
white-collar,married,4513488,millennials,1,0
blue-collar,married,9943248,gen-z,1,2
entrepreneur,married,0,gen_x,1,2
blue-collar,single,7601664,millennials,1,1
blue-collar,single,33528768,gen_x,1,1
blue-collar,married,24026688,millennials,1,2
white-collar,single,164080560,millennials,0,0
blue-collar,single,10435320,gen_x,1,1
blue-collar,single,11164944,millennials,0,1
blue-collar,single,1340472,millennials,1,1
white-collar,married,51989952,millennials,0,0
entrepreneur,married,15152424,gen_x,0,2
blue-collar,married,0,millennials,1,2
white-collar,single,0,gen_x,1,1
blue-collar,married,170036328,gen_x,0,2
white-collar,married,128990736,millennials,0,0
blue-collar,married,131247480,gen_x,1,2
entrepreneur,married,0,gen_x,0,2
white-collar,married,73658088,millennials,0,0
white-collar,single,126292824,gen_x,0,1
white-collar,married,26045880,gen_x,1,2
white-collar,married,24993864,gen_x,0,2
blue-collar,single,610848,millennials,1,1
white-collar,married,198101400,millennials,1,0
blue-collar,married,13710144,gen_x,1,2
entrepreneur,married,4479552,millennials,2,0
white-collar,single,500284512,gen_x,0,1
white-collar,married,7194432,gen_x,2,2
blue-collar,married,7635600,millennials,0,2
blue-collar,married,8500968,gen-z,2,2
white-collar,married,117452496,gen_x,0,2
white-collar,married,3648120,millennials,1,0
blue-collar,single,83245008,gen_x,1,1
white-collar,married,8534904,millennials,0,0
blue-collar,single,98516208,millennials,1,1
entrepreneur,married,135099216,millennials,1,0
white-collar,single,36532104,gen-z,0,1
white-collar,single,136286976,gen_x,0,1
entrepreneur,married,7720440,millennials,1,0
blue-collar,married,138798240,gen_x,1,2
white-collar,single,2154936,millennials,0,0
white-collar,single,6804168,gen_x,1,1
blue-collar,married,38839752,gen-z,2,2
blue-collar,married,69925128,gen_x,2,2
white-collar,married,28692888,gen_x,1,2
blue-collar,single,15271200,millennials,1,1
entrepreneur,married,39688152,millennials,2,0
white-collar,married,11589144,gen_x,1,2
blue-collar,married,7347144,millennials,0,2
blue-collar,single,0,gen_x,0,1
white-collar,married,3325728,millennials,1,0
white-collar,single,73556280,millennials,1,0
blue-collar,married,89998272,millennials,1,2
blue-collar,single,13523496,millennials,1,1
entrepreneur,single,4445616,millennials,0,1
white-collar,married,150879456,gen_x,1,2
entrepreneur,married,341701584,gen_x,1,2
white-collar,married,7635600,millennials,1,0
entrepreneur,single,59727360,gen_x,1,1
white-collar,married,6990816,gen_x,0,2
blue-collar,married,22312920,gen_x,0,2
blue-collar,single,8806392,millennials,2,1
white-collar,married,120472800,millennials,0,0
entrepreneur,married,26113752,millennials,2,0
entrepreneur,married,54161856,millennials,0,0
entrepreneur,married,0,millennials,0,0
blue-collar,married,195335616,millennials,1,2
entrepreneur,married,18919320,gen_x,1,2
blue-collar,single,95139576,millennials,0,1
blue-collar,married,138323136,millennials,0,2
white-collar,married,27216672,millennials,0,0
white-collar,married,96904248,gen_x,0,2
blue-collar,married,38245872,millennials,1,2
blue-collar,married,17222520,gen-z,1,2
white-collar,married,0,millennials,0,0
white-collar,single,46933488,gen-z,2,1
white-collar,single,13268976,millennials,1,0
white-collar,married,-12624192,gen_x,2,2
white-collar,married,18715704,gen_x,0,2
blue-collar,single,57419712,millennials,1,1
white-collar,married,0,millennials,1,0
white-collar,single,71655864,millennials,1,0
white-collar,married,31865904,gen_x,2,2
white-collar,married,36532104,gen-z,1,0
white-collar,single,18427248,millennials,0,0
blue-collar,single,97498128,gen-z,1,1
entrepreneur,married,32035584,gen_x,0,2
blue-collar,married,4547424,millennials,1,2
blue-collar,married,151982376,millennials,0,2
white-collar,single,183831312,gen_x,1,1
blue-collar,single,1662864,gen_x,1,1
white-collar,married,916272,millennials,0,0
blue-collar,married,72436392,gen_x,2,2
white-collar,married,54806640,gen_x,1,2
blue-collar,single,5565504,millennials,1,1
blue-collar,single,71095920,gen_x,1,1
blue-collar,married,11758824,millennials,0,2
white-collar,married,0,gen_x,0,2
white-collar,single,14626416,millennials,0,0
white-collar,married,16968,gen_x,1,2
blue-collar,single,22346856,millennials,1,1
others,married,64732920,gen_x,0,2
white-collar,married,165845232,gen_x,1,2
white-collar,married,26113752,gen_x,0,2
white-collar,married,6125448,gen_x,2,2
white-collar,single,58624440,gen_x,1,1
white-collar,married,390264,gen_x,0,2
others,single,21193032,millennials,1,1
blue-collar,married,-3902640,gen_x,2,2
blue-collar,single,271488,millennials,1,1
others,married,-14796096,millennials,2,0
blue-collar,married,11317656,millennials,0,2
blue-collar,married,5175240,millennials,1,2
blue-collar,married,43947120,gen_x,1,2
white-collar,single,-2952432,gen-z,0,1
white-collar,single,15695400,gen-z,0,1
white-collar,married,170782920,gen_x,0,2
blue-collar,single,54314568,millennials,1,1
others,single,118776,millennials,1,1
white-collar,single,82939584,gen-z,1,1
white-collar,single,52363248,gen-z,1,1
white-collar,married,24332112,millennials,1,0
others,single,49275072,millennials,0,1
blue-collar,married,111920928,gen_x,1,2
blue-collar,single,193197648,millennials,1,1
blue-collar,married,66667272,gen-z,1,2
white-collar,married,4632264,millennials,1,0
white-collar,married,169680,millennials,0,0
white-collar,married,0,millennials,1,0
white-collar,married,61950168,millennials,1,0
white-collar,single,347012568,millennials,0,0
white-collar,single,-8076768,millennials,1,0
blue-collar,single,950208,gen_x,2,1
blue-collar,married,-4903752,gen_x,1,2
white-collar,single,97888392,gen_x,0,1
blue-collar,married,53720688,millennials,1,2
blue-collar,single,37923480,millennials,1,1
blue-collar,single,1323504,gen-z,1,1
blue-collar,married,6770232,gen-z,1,2
blue-collar,married,54043080,gen_x,1,2
white-collar,married,3156048,gen_x,0,2
blue-collar,married,365185296,gen_x,0,2
white-collar,married,7143528,gen_x,0,2
white-collar,married,3817800,millennials,1,0
white-collar,single,-4768008,millennials,2,0
white-collar,married,36362424,gen_x,0,2
white-collar,single,10655904,gen_x,0,1
white-collar,single,176229648,gen_x,1,1
white-collar,single,2816688,gen_x,0,1
white-collar,married,65224992,gen_x,1,2
white-collar,single,224045472,millennials,2,0
white-collar,single,-4615296,millennials,1,0
white-collar,single,182151480,gen-z,0,1
white-collar,married,118776,gen_x,0,2
white-collar,single,77747376,millennials,1,0
blue-collar,married,244118616,millennials,1,2
blue-collar,married,36396360,gen_x,0,2
white-collar,single,69416088,gen-z,0,1
blue-collar,married,84840,millennials,0,2
blue-collar,single,16713480,gen_x,0,1
white-collar,single,16951032,millennials,1,0
entrepreneur,married,75762120,millennials,1,0
blue-collar,single,6261192,millennials,1,1
white-collar,married,273507192,gen_x,0,2
blue-collar,single,42046704,millennials,1,1
blue-collar,married,11860632,gen_x,2,2
white-collar,married,279785352,millennials,1,0
blue-collar,married,7143528,gen_x,1,2
blue-collar,married,4428648,millennials,1,2
white-collar,married,89082000,millennials,1,0
white-collar,single,64682016,gen_x,0,1
white-collar,married,73522344,gen_x,1,2
white-collar,married,17986080,millennials,0,0
white-collar,married,30593304,gen_x,0,2
white-collar,single,9451176,millennials,1,0
blue-collar,married,114601872,gen_x,1,2
blue-collar,single,13319880,millennials,1,1
white-collar,married,75354888,millennials,1,0
entrepreneur,married,14728224,millennials,0,0
blue-collar,married,64732920,gen_x,0,2
blue-collar,married,33936,gen_x,2,2
white-collar,single,5090400,gen_x,1,1
white-collar,married,46000248,millennials,0,0
white-collar,single,271488,millennials,0,0
blue-collar,married,85535688,gen_x,0,2
entrepreneur,married,45389400,gen_x,0,2
blue-collar,married,10045056,millennials,1,2
blue-collar,single,60236400,gen_x,0,1
white-collar,single,64936536,millennials,0,0
white-collar,married,20514312,millennials,0,0
white-collar,married,97786584,gen_x,0,2
blue-collar,married,172089456,millennials,1,2
white-collar,single,8721552,millennials,2,0
white-collar,married,19886496,gen_x,1,2
white-collar,single,137644416,gen_x,2,1
others,married,1781640,gen_x,0,2
blue-collar,single,131892264,gen-z,1,1
blue-collar,single,0,millennials,1,1
white-collar,married,38059224,millennials,0,0
blue-collar,married,215578440,millennials,1,2
white-collar,married,93425808,millennials,0,0
white-collar,single,45423336,millennials,1,0
white-collar,married,18698736,gen_x,1,2
blue-collar,married,9756600,gen_x,1,2
entrepreneur,married,50904,millennials,0,0
white-collar,married,30440592,gen-z,0,0
blue-collar,single,4377744,millennials,1,1
white-collar,single,34478976,millennials,1,0
blue-collar,single,37940448,gen_x,1,1
white-collar,single,45559080,millennials,1,0
blue-collar,married,61169640,millennials,1,2
blue-collar,single,130721472,gen_x,1,1
white-collar,married,27929328,gen_x,1,2
blue-collar,married,12318768,millennials,1,2
white-collar,single,88318440,millennials,0,0
blue-collar,single,164928960,gen-z,1,1
white-collar,married,3342696,gen_x,0,2
white-collar,married,130840248,millennials,1,0
others,single,5209176,millennials,0,1
blue-collar,married,43964088,millennials,1,2
white-collar,married,26215560,millennials,1,0
white-collar,married,43353240,millennials,1,0
blue-collar,married,899304,millennials,0,2
white-collar,single,215256048,millennials,1,0
blue-collar,married,1018080,millennials,0,2
white-collar,married,57708168,millennials,0,0
blue-collar,married,22516536,millennials,1,2
white-collar,married,62883408,millennials,1,0
entrepreneur,married,18834480,millennials,1,0
blue-collar,married,14847000,gen_x,1,2
white-collar,married,32748240,gen-z,0,0
white-collar,married,-2596104,gen_x,0,2
white-collar,married,41571600,millennials,0,0
blue-collar,married,126394632,millennials,1,2
entrepreneur,single,10638936,millennials,0,1
white-collar,married,48681192,gen_x,1,2
white-collar,single,134522304,gen_x,1,1
white-collar,married,0,millennials,0,0
blue-collar,married,26402208,gen_x,1,2
entrepreneur,married,14185248,millennials,1,0
white-collar,married,65547384,millennials,1,0
white-collar,married,133639968,gen_x,1,2
white-collar,single,52057824,millennials,2,0
blue-collar,married,16679544,millennials,1,2
white-collar,married,22872864,gen_x,0,2
white-collar,single,51497880,millennials,0,0
entrepreneur,single,0,millennials,1,1
white-collar,single,24705408,gen-z,1,1
white-collar,single,84958776,millennials,1,0
blue-collar,married,33579672,millennials,1,2
blue-collar,married,180997656,gen-z,0,2
white-collar,single,38737944,millennials,0,0
white-collar,single,75762120,gen_x,1,1
white-collar,married,168169848,millennials,0,0
blue-collar,married,299858496,millennials,0,2
white-collar,married,96785472,gen_x,1,2
white-collar,single,-4784976,millennials,1,0
others,married,234769248,gen_x,0,2
white-collar,single,40655328,gen_x,0,1
blue-collar,married,0,millennials,0,2
white-collar,single,22974672,millennials,1,0
others,married,116875584,gen_x,0,2
others,single,7669536,millennials,0,1
white-collar,single,143549280,millennials,0,0
white-collar,single,110342904,gen_x,1,1
white-collar,married,27556032,millennials,1,0
blue-collar,married,49309008,gen_x,0,2
blue-collar,married,174549816,millennials,1,2
blue-collar,single,52634736,millennials,1,1
others,single,57759072,millennials,1,1
others,married,26487048,gen_x,0,2
white-collar,single,370818672,millennials,1,0
white-collar,single,8517936,gen_x,1,1
white-collar,married,950208,millennials,1,0
blue-collar,single,67074504,gen_x,1,1
others,married,41130432,millennials,0,0
white-collar,single,13252008,millennials,0,0
entrepreneur,married,112989912,gen_x,2,2
white-collar,married,18376344,gen_x,0,2
white-collar,married,1018080,gen_x,1,2
others,married,86316216,gen_x,0,2
white-collar,married,12301800,millennials,1,0
white-collar,single,126004368,gen_x,0,1
white-collar,single,0,millennials,2,0
white-collar,married,0,gen_x,2,2
white-collar,single,74811912,millennials,0,0
white-collar,single,13268976,gen-z,2,1
others,married,0,gen_x,0,2
white-collar,single,73199952,millennials,1,0
white-collar,married,10706808,millennials,0,0
white-collar,single,149063880,millennials,1,0
blue-collar,single,20090112,millennials,1,1
white-collar,married,28166880,gen_x,0,2
others,married,10927392,gen_x,0,2
white-collar,single,7431984,millennials,1,0
blue-collar,single,33206376,millennials,2,1
blue-collar,married,356328,millennials,0,2
white-collar,single,-390264,millennials,0,0
white-collar,single,84772128,millennials,0,0
others,married,7788312,millennials,0,0
blue-collar,married,25706520,millennials,1,2
white-collar,married,6956880,millennials,1,0
blue-collar,single,62951280,gen_x,1,1
white-collar,single,21362712,gen-z,0,1
white-collar,married,15288168,millennials,1,0
white-collar,married,678720,millennials,1,0
white-collar,single,85501752,millennials,0,0
white-collar,single,289406208,gen_x,1,1
white-collar,married,126055272,gen_x,0,2
white-collar,married,13268976,millennials,1,0
white-collar,married,63002184,millennials,1,0
white-collar,married,133385448,gen_x,0,2
white-collar,married,16951032,gen_x,1,2
white-collar,single,314892144,gen_x,1,1
white-collar,married,51107616,gen_x,0,2
white-collar,married,28777728,millennials,0,0
others,single,65971584,millennials,0,1
white-collar,single,12420576,gen-z,0,1
white-collar,married,475104,gen_x,1,2
blue-collar,married,66565464,gen_x,1,2
white-collar,single,2630040,millennials,1,0
entrepreneur,single,16391088,millennials,2,1
blue-collar,married,13387752,millennials,1,2
blue-collar,single,41860056,millennials,0,1
white-collar,married,243575640,gen_x,0,2
white-collar,single,0,gen_x,0,1
white-collar,single,64970472,millennials,1,0
blue-collar,married,51922080,gen_x,1,2
white-collar,single,192586800,millennials,1,0
white-collar,single,161891688,millennials,0,0
white-collar,married,17239488,millennials,2,0
entrepreneur,married,11080104,gen_x,1,2
white-collar,married,94342080,millennials,2,0
white-collar,married,0,millennials,1,0
blue-collar,married,55807752,millennials,0,2
white-collar,married,33155472,millennials,2,0
blue-collar,single,2188872,millennials,2,1
white-collar,single,35412216,gen_x,0,1
white-collar,married,72334584,gen_x,1,2
white-collar,married,-8433096,gen_x,2,2
blue-collar,single,5344920,millennials,0,1
white-collar,married,63120960,gen_x,0,2
blue-collar,married,80767680,millennials,1,2
blue-collar,single,25910136,gen_x,1,1
white-collar,married,48969648,gen_x,0,2
blue-collar,single,2053128,millennials,1,1
entrepreneur,single,58861992,gen_x,1,1
others,married,65106216,millennials,0,0
blue-collar,married,41198304,gen_x,1,2
blue-collar,single,33715416,millennials,1,1
white-collar,married,52889256,gen_x,0,2
blue-collar,single,6278160,gen-z,0,1
white-collar,married,109002432,gen_x,0,2
blue-collar,married,23704296,gen_x,0,2
white-collar,single,83041392,millennials,0,0
white-collar,married,43675632,millennials,1,0
blue-collar,married,24875088,gen_x,1,2
others,married,41860056,gen_x,0,2
blue-collar,single,4835880,gen_x,1,1
others,married,-7991928,gen_x,1,2
blue-collar,married,19801656,millennials,2,2
white-collar,married,85501752,gen_x,0,2
white-collar,married,0,gen_x,1,2
white-collar,married,142904496,gen_x,1,2
white-collar,married,3953544,millennials,1,0
blue-collar,married,52091760,gen_x,0,2
white-collar,married,51786336,millennials,2,0
white-collar,married,526008,millennials,1,0
blue-collar,single,559944,millennials,1,1
white-collar,married,11300688,gen_x,1,2
entrepreneur,married,88080888,millennials,0,0
white-collar,single,108764880,gen_x,0,1
blue-collar,married,47747952,millennials,1,2
blue-collar,single,86451960,gen_x,1,1
blue-collar,married,57623328,gen_x,2,2
white-collar,married,105829416,gen_x,1,2
white-collar,married,25485936,gen_x,0,2
white-collar,single,47238912,gen-z,0,1
entrepreneur,married,1883448,gen_x,1,2
white-collar,single,118453608,millennials,1,0
white-collar,married,47391624,millennials,0,0
blue-collar,single,61916232,millennials,1,1
blue-collar,married,63884520,millennials,1,2
blue-collar,married,-3597216,millennials,1,2
white-collar,married,96208560,gen_x,1,2
white-collar,married,167898360,millennials,1,0
white-collar,single,9468144,millennials,0,0
white-collar,married,2460360,millennials,1,0
blue-collar,single,131060832,gen_x,0,1
white-collar,married,24315144,millennials,0,0
white-collar,married,64766856,gen-z,1,0
white-collar,married,25757424,millennials,1,0
blue-collar,married,249073272,gen_x,1,2
blue-collar,married,56181048,gen_x,1,2
white-collar,married,7415016,gen_x,1,2
white-collar,single,43234464,millennials,1,0
entrepreneur,single,21600264,gen_x,2,1
white-collar,single,23280096,gen-z,0,1
blue-collar,married,6600552,millennials,1,2
white-collar,single,33851160,millennials,1,0
blue-collar,single,118470576,millennials,1,1
blue-collar,single,8670648,gen-z,1,1
blue-collar,married,-1662864,gen_x,1,2
white-collar,married,130585728,millennials,1,0
blue-collar,married,15457848,millennials,1,2
blue-collar,married,-882336,gen_x,2,2
blue-collar,single,46085088,gen_x,0,1
blue-collar,married,59625552,millennials,1,2
white-collar,married,282500232,millennials,1,0
white-collar,single,2511264,millennials,2,0
white-collar,married,26232528,millennials,1,0
blue-collar,married,77730408,gen_x,1,2
white-collar,married,22940736,millennials,0,0
white-collar,married,152864712,gen_x,0,2
white-collar,single,2375520,gen_x,1,1
white-collar,single,335898528,gen-z,0,1
blue-collar,married,43862280,gen_x,0,2
blue-collar,single,40197192,millennials,2,1
white-collar,married,150998232,gen_x,1,2
blue-collar,married,50802192,millennials,1,2
white-collar,single,6125448,gen_x,1,1
white-collar,single,52549896,millennials,1,0
blue-collar,single,45745728,millennials,1,1
white-collar,single,40044480,millennials,1,0
others,married,24569664,gen_x,2,2
white-collar,married,200884152,millennials,2,0
others,married,60389112,gen_x,2,2
others,married,51769368,millennials,1,0
white-collar,single,32018616,millennials,1,0
white-collar,single,22228080,millennials,1,0
blue-collar,single,176026032,gen_x,1,1
white-collar,single,68075616,gen_x,0,1
blue-collar,married,3970512,gen_x,0,2
blue-collar,married,50479800,millennials,1,2
blue-collar,single,62068944,millennials,2,1
others,married,59947944,gen_x,1,2
blue-collar,married,25859232,millennials,1,2
blue-collar,married,92662248,gen_x,1,2
white-collar,single,37075080,millennials,0,0
blue-collar,married,120795192,gen_x,1,2
entrepreneur,married,58692312,gen_x,2,2
blue-collar,single,5039496,millennials,1,1
blue-collar,single,208197360,gen_x,0,1
blue-collar,married,57182160,millennials,1,2
white-collar,single,3156048,gen-z,1,1
white-collar,single,232648248,millennials,1,0
white-collar,married,-50904,millennials,0,0
blue-collar,married,15695400,millennials,0,2
white-collar,married,34512912,gen_x,0,2
blue-collar,married,64529304,gen_x,1,2
white-collar,single,169680,gen_x,0,1
blue-collar,married,11114040,millennials,0,2
others,married,23398872,gen-z,1,2
blue-collar,married,2409456,millennials,1,2
entrepreneur,married,6651456,gen-z,1,2
white-collar,married,1628928,millennials,1,0
white-collar,married,10876488,gen_x,1,2
white-collar,single,25910136,millennials,1,0
white-collar,married,90167952,gen_x,0,2
blue-collar,married,86112600,millennials,1,2
white-collar,married,16000824,millennials,0,0
white-collar,married,106728720,millennials,0,0
white-collar,single,15084552,millennials,0,0
white-collar,married,1272600,millennials,1,0
white-collar,married,65479512,gen_x,1,2
entrepreneur,single,42657552,gen_x,1,1
white-collar,single,106643880,gen_x,1,1
white-collar,married,64037232,millennials,1,0
white-collar,single,18155760,millennials,0,0
blue-collar,single,916272,millennials,1,1
others,married,0,gen_x,1,2
white-collar,single,-3529344,millennials,2,0
blue-collar,single,60609696,millennials,2,1
white-collar,single,13201104,gen_x,1,1
white-collar,married,102809112,millennials,1,0
white-collar,married,95326224,gen_x,1,2
white-collar,single,0,millennials,1,0
white-collar,single,1306536,millennials,0,0
blue-collar,single,203616,gen_x,0,1
blue-collar,married,27335448,millennials,1,2
entrepreneur,married,-6685392,millennials,1,0
blue-collar,single,25112640,gen_x,1,1
blue-collar,married,79953216,gen_x,0,2
others,married,32341008,millennials,1,0
blue-collar,married,-593880,millennials,0,2
entrepreneur,married,127565424,millennials,1,0
white-collar,married,12199992,gen_x,1,2
blue-collar,married,89048064,millennials,2,2
white-collar,married,899304,gen_x,1,2
others,married,5327952,millennials,1,0
white-collar,married,0,millennials,1,0
blue-collar,married,88335408,gen_x,1,2
white-collar,married,48019440,gen_x,1,2
white-collar,single,11029200,gen_x,1,1
others,married,126649152,gen_x,0,2
blue-collar,single,122882256,millennials,0,1
white-collar,single,75270048,millennials,1,0
entrepreneur,single,12624192,gen_x,1,1
blue-collar,single,89115936,millennials,1,1
white-collar,married,57657264,gen_x,1,2
white-collar,married,39094272,millennials,1,0
white-collar,single,314043744,millennials,0,0
white-collar,single,45457272,gen_x,0,1
white-collar,married,70892304,gen_x,1,2
white-collar,married,131349288,gen_x,1,2
others,married,32171328,gen_x,0,2
blue-collar,married,95682552,millennials,1,2
blue-collar,married,80818584,gen_x,1,2
white-collar,married,6566616,gen_x,1,2
white-collar,single,24383016,gen_x,1,1
white-collar,single,57334872,millennials,0,0
white-collar,single,3597216,gen-z,1,1
blue-collar,single,74727072,millennials,1,1
white-collar,single,12267864,gen_x,0,1
blue-collar,single,13845888,gen_x,0,1
white-collar,married,30236976,millennials,1,0
blue-collar,single,54331536,millennials,1,1
blue-collar,married,104353200,gen_x,1,2
